Arquivo,ID_Cenario,ID_Regra,Resultado,Evidencia,Executor,Testado_Em
09-BUSCA-HEADER.md,CT-RN-HEADER-003-F,RN-HEADER-003,FAIL,Keywords (1/3): ['Mais'],,2026-09-22T19:44:10Z
09-BUSCA-HEADER.md,CT-RN-HEADER-004-F,RN-HEADER-004,FAIL,Keywords (0/2): [],,2026-09-22T19:44:10Z
09-BUSCA-HEADER.md,CT-RN-HEADER-005-F,RN-HEADER-005,FAIL,Keywords (0/2): [],,2026-09-22T19:44:10Z
09-BUSCA-HEADER.md,CT-RN-HEADER-006-F,RN-HEADER-006,FAIL,Keywords (0/3): [],,2026-09-22T19:44:10Z
09-BUSCA-HEADER.md,CT-RN-HEADER-007-F,RN-HEADER-007,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:10Z
09-BUSCA-HEADER.md,CT-RN-HEADER-008-F,RN-HEADER-008,FAIL,Keywords (0/1): [],,2026-09-22T19:44:10Z
09-BUSCA-HEADER.md,CT-RN-HEADER-009-F,RN-HEADER-009,FAIL,Keywords (0/1): [],,2026-09-22T19:44:10Z
09-BUSCA-HEADER.md,CT-RN-HEADER-010-F,RN-HEADER-010,FAIL,Keywords (0/2): [],,2026-09-22T19:44:10Z
09-BUSCA-HEADER.md,CT-RN-HEADER-020-F,RN-HEADER-020,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:10Z
09-BUSCA-HEADER.md,CT-RN-HEADER-021-F,RN-HEADER-021,FAIL,Keywords (0/1): [],,2026-09-22T19:44:10Z
07-HOJE.md,CT-RN-HOJE-001-F,RN-HOJE-001,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-002-F,RN-HOJE-002,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-003-F,RN-HOJE-003,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-004-F,RN-HOJE-004,FAIL,Keywords (0/2): [],,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-005-F,RN-HOJE-005,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-006-F,RN-HOJE-006,FAIL,Keywords (0/2): [],,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-007-F,RN-HOJE-007,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-008-F,RN-HOJE-008,PASS,Ausência esperada; termos monitorados: ,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-009-F,RN-HOJE-009,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-010-F,RN-HOJE-010,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-011-F,RN-HOJE-011,FAIL,"Ausência esperada; termos monitorados: esta semana, pode aparecer só se faltar conteúdo recente",,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-012-F,RN-HOJE-012,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-013-F,RN-HOJE-013,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-014-F,RN-HOJE-014,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-015-F,RN-HOJE-015,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-016-F,RN-HOJE-016,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-017-F,RN-HOJE-017,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-018-F,RN-HOJE-018,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-019-F,RN-HOJE-019,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-020-F,RN-HOJE-020,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-021-F,RN-HOJE-021,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-022-F,RN-HOJE-022,PASS,Keywords (1/1): ['hoje'],,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-023-F,RN-HOJE-023,PASS,"Ausência esperada; termos monitorados: Mesma mensagem de erro de RN-HOJE-008, quebradas, usuário  vê faixas parciais “quebradas”",,2026-09-22T19:44:00Z
07-HOJE.md,CT-RN-HOJE-024-F,RN-HOJE-024,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:00Z
01-HOME.md,CT-RN-HOME-001-F,RN-HOME-001,PASS,"Posições no texto: [10, 17, 24, 31]",,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-002-F,RN-HOME-002,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-003-F,RN-HOME-003,PASS,"Ausência esperada; termos monitorados: Não aparece tela de erro do navegador, faixas e controles continuam",,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-004-F,RN-HOME-004,PASS,Ausência esperada; termos monitorados: é obrigatório tudo carregar antes de rolar,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-AC-001-F,RN-HOME-AC-001,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-AC-002-F,RN-HOME-AC-002,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-AC-003-F,RN-HOME-AC-003,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-AC-004-F,RN-HOME-AC-004,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-AC-005-F,RN-HOME-AC-005,FAIL,Keywords (1/4): ['Terça'],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-AC-006-F,RN-HOME-AC-006,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-AC-007-F,RN-HOME-AC-007,PASS,Ausência esperada; termos monitorados: ,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-AC-008-F,RN-HOME-AC-008,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-AC-009-F,RN-HOME-AC-009,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-AC-010-F,RN-HOME-AC-010,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CA-001-F,RN-HOME-CA-001,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CA-002-F,RN-HOME-CA-002,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CA-003-F,RN-HOME-CA-003,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CA-004-F,RN-HOME-CA-004,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CA-005-F,RN-HOME-CA-005,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CA-006-F,RN-HOME-CA-006,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CA-007-F,RN-HOME-CA-007,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CA-008-F,RN-HOME-CA-008,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-001-F,RN-HOME-CARD-001,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-002-F,RN-HOME-CARD-002,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-003-F,RN-HOME-CARD-003,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-004-F,RN-HOME-CARD-004,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-005-F,RN-HOME-CARD-005,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-006-F,RN-HOME-CARD-006,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-007-F,RN-HOME-CARD-007,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-008-F,RN-HOME-CARD-008,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-009-F,RN-HOME-CARD-009,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-010-F,RN-HOME-CARD-010,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-011-F,RN-HOME-CARD-011,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-012-F,RN-HOME-CARD-012,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-013-F,RN-HOME-CARD-013,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-014-F,RN-HOME-CARD-014,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-015-F,RN-HOME-CARD-015,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-016-F,RN-HOME-CARD-016,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CARD-017-F,RN-HOME-CARD-017,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CON-001-F,RN-HOME-CON-001,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CON-002-F,RN-HOME-CON-002,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CON-003-F,RN-HOME-CON-003,PASS,Ausência esperada; termos monitorados: Não aparece no carrossel inicial de filmes,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CON-004-F,RN-HOME-CON-004,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CON-005-F,RN-HOME-CON-005,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CON-006-F,RN-HOME-CON-006,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CON-007-F,RN-HOME-CON-007,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CON-008-F,RN-HOME-CON-008,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CON-009-F,RN-HOME-CON-009,PASS,Ausência esperada; termos monitorados: Ausente na home,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-CON-010-F,RN-HOME-CON-010,PASS,Ausência esperada; termos monitorados: Pode  aparecer no carregamento inicial,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-EA-001-F,RN-HOME-EA-001,FAIL,Keywords (1/4): ['em alta'],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-EA-002-F,RN-HOME-EA-002,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-EA-003-F,RN-HOME-EA-003,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-EA-004-F,RN-HOME-EA-004,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-EA-005-F,RN-HOME-EA-005,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-EA-006-F,RN-HOME-EA-006,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-HERO-001-F,RN-HOME-HERO-001,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-HERO-002-F,RN-HOME-HERO-002,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-SHELL-001-F,RN-HOME-SHELL-001,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-SHELL-002-F,RN-HOME-SHELL-002,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TBD-001-F,RN-HOME-TBD-001,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TBD-002-F,RN-HOME-TBD-002,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TBD-003-F,RN-HOME-TBD-003,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-001-F,RN-HOME-TL-001,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-002-F,RN-HOME-TL-002,PASS,Ausência esperada; termos monitorados: ,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-003-F,RN-HOME-TL-003,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-004-F,RN-HOME-TL-004,PASS,Ausência esperada; termos monitorados: ,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-005-F,RN-HOME-TL-005,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-006-F,RN-HOME-TL-006,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-007-F,RN-HOME-TL-007,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-008-F,RN-HOME-TL-008,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-009-F,RN-HOME-TL-009,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-010-F,RN-HOME-TL-010,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-011-F,RN-HOME-TL-011,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-012-F,RN-HOME-TL-012,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-TL-013-F,RN-HOME-TL-013,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-UPD-001-F,RN-HOME-UPD-001,FAIL,Keywords (0/1): [],,2026-09-22T19:43:54Z
01-HOME.md,CT-RN-HOME-UPD-002-F,RN-HOME-UPD-002,FAIL,Keywords (0/2): [],,2026-09-22T19:43:54Z
05-JOGOS.md,CT-RN-JOGOS-001-F,RN-JOGOS-001,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-002-F,RN-JOGOS-002,FAIL,Keywords (0/2): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-003-F,RN-JOGOS-003,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-004-F,RN-JOGOS-004,FAIL,Keywords (0/2): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-005-F,RN-JOGOS-005,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-006-F,RN-JOGOS-006,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-007-F,RN-JOGOS-007,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-008-F,RN-JOGOS-008,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-009-F,RN-JOGOS-009,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-010-F,RN-JOGOS-010,FAIL,Keywords (0/2): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-011-F,RN-JOGOS-011,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-012-F,RN-JOGOS-012,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-013-F,RN-JOGOS-013,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-014-F,RN-JOGOS-014,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-015-F,RN-JOGOS-015,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-016-F,RN-JOGOS-016,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-017-F,RN-JOGOS-017,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-018-F,RN-JOGOS-018,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-019-F,RN-JOGOS-019,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-020-F,RN-JOGOS-020,FAIL,Keywords (0/1): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-021-F,RN-JOGOS-021,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-022-F,RN-JOGOS-022,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-023-F,RN-JOGOS-023,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-024-F,RN-JOGOS-024,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-025-F,RN-JOGOS-025,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-026-F,RN-JOGOS-026,FAIL,Keywords (0/2): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-027-F,RN-JOGOS-027,FAIL,Keywords (0/2): [],,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-028-F,RN-JOGOS-028,PASS,Ausência esperada; termos monitorados: ,,2026-09-22T19:44:00Z
05-JOGOS.md,CT-RN-JOGOS-029-F,RN-JOGOS-029,FAIL,Keywords (0/2): [],,2026-09-22T19:44:00Z
10-MINHA-LISTA.md,CT-RN-LISTA-001-F,RN-LISTA-001,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-002-F,RN-LISTA-002,PASS,"Ausência esperada; termos monitorados: Sem login  vê conteúdo da lista, logado vê dados pessoais",,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-010-F,RN-LISTA-010,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-011-F,RN-LISTA-011,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-012-F,RN-LISTA-012,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-020-F,RN-LISTA-020,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-021-F,RN-LISTA-021,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-030-F,RN-LISTA-030,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-031-F,RN-LISTA-031,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-032-F,RN-LISTA-032,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-033-F,RN-LISTA-033,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-034-F,RN-LISTA-034,PASS,Ausência esperada; termos monitorados: Não aparecem na lista visível,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-035-F,RN-LISTA-035,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-036-F,RN-LISTA-036,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-037-F,RN-LISTA-037,FAIL,Keywords (0/2): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-040-F,RN-LISTA-040,FAIL,Keywords (0/2): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-041-F,RN-LISTA-041,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-042-F,RN-LISTA-042,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-043-F,RN-LISTA-043,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-044-F,RN-LISTA-044,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-045-F,RN-LISTA-045,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-046-F,RN-LISTA-046,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-047-F,RN-LISTA-047,PASS,Ausência esperada; termos monitorados: ,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-048-F,RN-LISTA-048,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-049-F,RN-LISTA-049,FAIL,Keywords (0/2): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-050-F,RN-LISTA-050,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-051-F,RN-LISTA-051,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-052-F,RN-LISTA-052,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-053-F,RN-LISTA-053,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-060-F,RN-LISTA-060,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-061-F,RN-LISTA-061,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
