ID_Cenario,ID_Regra,Nome_Regra,Tela,Arquivo_Inventario,QA_Executor,Data_Execucao,Conta_QA,Veredito_Humano,Evidencia,TL_Validado,Observacao
CT-RN-FILMES-049-F,RN-FILMES-049,Só futuros (catálogo),Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-050-F,RN-FILMES-050,Disponibilidade cinema (catálogo),Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-051-F,RN-FILMES-051,Disponibilidade streaming (catálogo),Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-052-F,RN-FILMES-052,Ordem alfabética em “Todos”,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-053-F,RN-FILMES-053,Listagem mais ampla que a home,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-054-F,RN-FILMES-054,Opções de filtro só com filmes,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-055-F,RN-FILMES-055,Anos sem duplicata,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-056-F,RN-FILMES-056,Janela temporal da home,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-057-F,RN-FILMES-057,Concertos na listagem,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-058-F,RN-FILMES-058,Curta-metragem futuro na home,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-059-F,RN-FILMES-059,Duração mínima só na home,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-060-F,RN-FILMES-060,Abrir detalhe pelo card,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-061-F,RN-FILMES-061,Destaques no detalhe,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-062-F,RN-FILMES-062,Edição administrativa,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-063-F,RN-FILMES-063,Ranking “mais esperados”,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-064-F,RN-FILMES-064,Timeline por ano (outras telas),Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-065-F,RN-FILMES-065,Timeline por mês (outras telas),Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-066-F,RN-FILMES-066,Só ano confirmado (outras telas),Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-067-F,RN-FILMES-067,Contador alinhado ao total filtrado,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-FILMES-068-F,RN-FILMES-068,Coerência após recarregar,Filmes,02-FILMES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-FILMES-smoke/e2e-filmes-prod,,PASS robô pré-#155 era só h1; passos completos CSV pendentes.
CT-RN-HEADER-001-F,RN-HEADER-001,Links principais (desktop),Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-002-F,RN-HEADER-002,Menu “Mais”,Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-003-F,RN-HEADER-003,Item ativo,Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-004-F,RN-HEADER-004,Abrir busca,Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-005-F,RN-HEADER-005,Tema claro/escuro,Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-006-F,RN-HEADER-006,Notificações,Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-007-F,RN-HEADER-007,Menu do usuário logado,Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-008-F,RN-HEADER-008,Visitante (desktop),Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-009-F,RN-HEADER-009,Menu mobile,Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-010-F,RN-HEADER-010,Fechar menus,Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-020-F,RN-HEADER-020,Resultado abre detalhe,Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HEADER-021-F,RN-HEADER-021,Retorno da página pessoa,Busca e cabeçalho,09-BUSCA-HEADER.md,,,,,,,
CT-RN-HOJE-001-F,RN-HOJE-001,Conteúdo após abrir a página,Hoje,07-HOJE.md,Supervisor IA,2026-09-23,anon-prod-vercel,PASS,evidencias/lote-fila-smoke-2026-09-23.png,,Smoke /hoje carrega.
CT-RN-HOJE-002-F,RN-HOJE-002,Data do dia,Hoje,07-HOJE.md,Supervisor IA,2026-09-23,anon-prod-vercel,PASS,evidencias/lote-fila-smoke-2026-09-23.png,,Página /hoje com heading e indício de data no corpo.
CT-RN-HOJE-003-F,RN-HOJE-003,Ligar/desligar blocos,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-004-F,RN-HOJE-004,Pelo menos uma seção,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-005-F,RN-HOJE-005,Ordem fixa das faixas,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-006-F,RN-HOJE-006,Faixa sem itens some,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-007-F,RN-HOJE-007,Nada para mostrar,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-008-F,RN-HOJE-008,Erro ao carregar,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-009-F,RN-HOJE-009,Esqueletos no carregamento,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-010-F,RN-HOJE-010,Cards iguais ao resto do site,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-011-F,RN-HOJE-011,Janela “esta semana”,Hoje,07-HOJE.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke /hoje OK.
CT-RN-HOJE-012-F,RN-HOJE-012,Em cartaz nos cinemas,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-013-F,RN-HOJE-013,Estreias da semana,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-014-F,RN-HOJE-014,Etiquetas em filmes,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-015-F,RN-HOJE-015,Filmes no streaming esta semana,Hoje,07-HOJE.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke /hoje OK.
CT-RN-HOJE-016-F,RN-HOJE-016,Séries no streaming esta semana,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-017-F,RN-HOJE-017,Animes em exibição (prioridade),Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-018-F,RN-HOJE-018,Animes — completar lista,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-019-F,RN-HOJE-019,Jogos em destaque,Hoje,07-HOJE.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke /hoje OK.
CT-RN-HOJE-020-F,RN-HOJE-020,Animes mais exigentes que a listagem,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-021-F,RN-HOJE-021,Textos de sinopse,Hoje,07-HOJE.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke /hoje OK.
CT-RN-HOJE-022-F,RN-HOJE-022,Atualização dos destaques,Hoje,07-HOJE.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke /hoje OK.
CT-RN-HOJE-023-F,RN-HOJE-023,Falha grave no servidor,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOJE-024-F,RN-HOJE-024,Seções batem com a tela,Hoje,07-HOJE.md,,,,,,,
CT-RN-HOME-001-F,RN-HOME-001,Ordem das seções,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,PASS,evidencias/CT-RN-HOME-smoke/e2e-home-carousels-prod,,Revalidado E2E prod 23/09; ordem seções + nav.
CT-RN-HOME-002-F,RN-HOME-002,Título da faixa leva à listagem,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,PASS,evidencias/CT-RN-HOME-smoke/e2e-home-carousels-prod,,Revalidado E2E prod 23/09; ordem seções + nav.
CT-RN-HOME-003-F,RN-HOME-003,Página não “quebra” sem conteúdo,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,PASS,evidencias/lote-fila-smoke-2026-09-23.png,,Smoke prod: home sem erro fatal e 4 faixas visíveis (não simulou catálogo vazio).
CT-RN-HOME-004-F,RN-HOME-004,Carregamento tardio das faixas,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,PASS,evidencias/lote-fila-smoke-2026-09-23.png,,Smoke prod: faixas visíveis após scroll (carregamento tardio não reproduzido).
CT-RN-HOME-AC-001-F,RN-HOME-AC-001,Dois modos: estreias e semana,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-AC-002-F,RN-HOME-AC-002,Modo inicial automático,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-AC-003-F,RN-HOME-AC-003,Estreias: temporada atual,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-AC-004-F,RN-HOME-AC-004,Estreias: posição inicial,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-AC-005-F,RN-HOME-AC-005,Agenda semanal: só com episódio marcado,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-AC-006-F,RN-HOME-AC-006,Agenda: abrir no dia de hoje,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-AC-007-F,RN-HOME-AC-007,Trocar temporada,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-AC-008-F,RN-HOME-AC-008,Em alta em animes,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-AC-009-F,RN-HOME-AC-009,Fixar na semana (logado),Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-AC-010-F,RN-HOME-AC-010,Loop na agenda semanal,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CA-001-F,RN-HOME-CA-001,Bloco só para usuário logado,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CA-002-F,RN-HOME-CA-002,Bloco oculto sem itens,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CA-003-F,RN-HOME-CA-003,Até dez títulos,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CA-004-F,RN-HOME-CA-004,Card mostra temporada e episódio,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CA-005-F,RN-HOME-CA-005,Tempo restante,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CA-006-F,RN-HOME-CA-006,Abrir no streaming,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CA-007-F,RN-HOME-CA-007,Sem link vai à minha lista,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CA-008-F,RN-HOME-CA-008,“Ver todos”,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-001-F,RN-HOME-CARD-001,Abrir detalhe,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-002-F,RN-HOME-CARD-002,Menu ⋮,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-003-F,RN-HOME-CARD-003,Fechar menu ao clicar fora,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-004-F,RN-HOME-CARD-004,Favoritar / quero assistir,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-005-F,RN-HOME-CARD-005,Visitante não grava,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-006-F,RN-HOME-CARD-006,Acompanhando (série/anime),Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-007-F,RN-HOME-CARD-007,Já assisti / já joguei,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-008-F,RN-HOME-CARD-008,Avaliar ao marcar visto,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-009-F,RN-HOME-CARD-009,Etiqueta de status — filme,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Fila CSV novo: passos exigem título/dado específico ou comparação catálogo; smoke home OK.
CT-RN-HOME-CARD-010-F,RN-HOME-CARD-010,Etiqueta — série/anime,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-011-F,RN-HOME-CARD-011,Novo ep: regra de 24h,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-012-F,RN-HOME-CARD-012,Dublagem no anime,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Fila CSV novo: passos exigem título/dado específico ou comparação catálogo; smoke home OK.
CT-RN-HOME-CARD-013-F,RN-HOME-CARD-013,Contagem para próximo episódio,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-014-F,RN-HOME-CARD-014,Saga em filme,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-015-F,RN-HOME-CARD-015,Conteúdo adulto no poster,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Fila CSV novo: passos exigem título/dado específico ou comparação catálogo; smoke home OK.
CT-RN-HOME-CARD-016-F,RN-HOME-CARD-016,Indicador na minha lista,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CARD-017-F,RN-HOME-CARD-017,Ocultar título,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CON-001-F,RN-HOME-CON-001,Foco em lançamentos recentes e próximos,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Fila CSV novo: passos exigem título/dado específico ou comparação catálogo; smoke home OK.
CT-RN-HOME-CON-002-F,RN-HOME-CON-002,Filmes: sem shows e concertos na faixa,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CON-003-F,RN-HOME-CON-003,Filmes: curta duração futura,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CON-004-F,RN-HOME-CON-004,Filmes: destaques no card,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Fila CSV novo: passos exigem título/dado específico ou comparação catálogo; smoke home OK.
CT-RN-HOME-CON-005-F,RN-HOME-CON-005,Séries: data do próximo episódio,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CON-006-F,RN-HOME-CON-006,Séries: episódio recente,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CON-007-F,RN-HOME-CON-007,Jogos: plataformas no card,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-CON-008-F,RN-HOME-CON-008,Jogos pouco relevantes,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Fila CSV novo: passos exigem título/dado específico ou comparação catálogo; smoke home OK.
CT-RN-HOME-CON-009-F,RN-HOME-CON-009,Conteúdo adulto explícito em animes,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Fila CSV novo: passos exigem título/dado específico ou comparação catálogo; smoke home OK.
CT-RN-HOME-CON-010-F,RN-HOME-CON-010,Animes da temporada e agenda,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-EA-001-F,RN-HOME-EA-001,Ativar Em alta,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-HOME-smoke/e2e-home-carousels-prod,,Robô só contou botões em alta; passos CSV pendentes.
CT-RN-HOME-EA-002-F,RN-HOME-EA-002,Filmes em alta ≠ populares da página Filmes,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-HOME-smoke/e2e-home-carousels-prod,,Robô só contou botões em alta; passos CSV pendentes.
CT-RN-HOME-EA-003-F,RN-HOME-EA-003,Séries e jogos em alta,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-HOME-smoke/e2e-home-carousels-prod,,Robô só contou botões em alta; passos CSV pendentes.
CT-RN-HOME-EA-004-F,RN-HOME-EA-004,Início da lista,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-HOME-smoke/e2e-home-carousels-prod,,Robô só contou botões em alta; passos CSV pendentes.
CT-RN-HOME-EA-005-F,RN-HOME-EA-005,Desativar volta à timeline,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-HOME-smoke/e2e-home-carousels-prod,,Robô só contou botões em alta; passos CSV pendentes.
CT-RN-HOME-EA-006-F,RN-HOME-EA-006,Gênero em Em alta,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-HOME-smoke/e2e-home-carousels-prod,,Robô só contou botões em alta; passos CSV pendentes.
CT-RN-HOME-HERO-001-F,RN-HOME-HERO-001,Botão “Começar agora”,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-HERO-002-F,RN-HOME-HERO-002,Link “Ver jogos em alta”,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-SHELL-001-F,RN-HOME-SHELL-001,Menu superior e busca,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-SHELL-002-F,RN-HOME-SHELL-002,Sem popup de “consentimento +18”,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,PASS,evidencias/lote-fila-smoke-2026-09-23.png,,Sem popup dedicado +18 na abertura; blur/exclusão separado.
CT-RN-HOME-TBD-001-F,RN-HOME-TBD-001,Separador de ano sem dia,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Fila CSV novo: passos exigem título/dado específico ou comparação catálogo; smoke home OK.
CT-RN-HOME-TBD-002-F,RN-HOME-TBD-002,Título ao focar TBD,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TBD-003-F,RN-HOME-TBD-003,Anos futuros na fila,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-001-F,RN-HOME-TL-001,Título do mês no carrossel,Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Fila CSV novo: passos exigem título/dado específico ou comparação catálogo; smoke home OK.
CT-RN-HOME-TL-002-F,RN-HOME-TL-002,Abrir no próximo lançamento,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-003-F,RN-HOME-TL-003,Sem futuro: último lançado,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-004-F,RN-HOME-TL-004,Série/anime: data do episódio,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-005-F,RN-HOME-TL-005,Placeholders no início,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-006-F,RN-HOME-TL-006,Rolagem horizontal,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-007-F,RN-HOME-TL-007,Ctrl + roda do mouse,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-008-F,RN-HOME-TL-008,Carregar meses ao navegar,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-009-F,RN-HOME-TL-009,Não “pular” ao puxar o passado,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-010-F,RN-HOME-TL-010,Setas de mudança de mês,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-011-F,RN-HOME-TL-011,Filtro por gênero,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-012-F,RN-HOME-TL-012,Troca de gênero reposiciona,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-TL-013-F,RN-HOME-TL-013,Scroll rápido (ícone raio),Página inicial,01-HOME.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Fila CSV novo: passos exigem título/dado específico ou comparação catálogo; smoke home OK.
CT-RN-HOME-UPD-001-F,RN-HOME-UPD-001,Atualizar após sincronização do catálogo,Página inicial,01-HOME.md,,,,,,,
CT-RN-HOME-UPD-002-F,RN-HOME-UPD-002,Falha na atualização silenciosa,Página inicial,01-HOME.md,,,,,,,
CT-RN-JOGOS-001-F,RN-JOGOS-001,Conteúdo na abertura,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-002-F,RN-JOGOS-002,Falha na abertura,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-003-F,RN-JOGOS-003,Sem recarga duplicada na abertura,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-004-F,RN-JOGOS-004,Filtros aplicados,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-005-F,RN-JOGOS-005,Mês sem ano explícito,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-006-F,RN-JOGOS-006,Mês com ano,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-007-F,RN-JOGOS-007,Ordem alfabética,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-008-F,RN-JOGOS-008,Popularidade (catálogo interno),Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-009-F,RN-JOGOS-009,Listagem mais permissiva que destaques,Jogos,05-JOGOS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke rota relacionada OK.
CT-RN-JOGOS-010-F,RN-JOGOS-010,Lote inicial na grade,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-011-F,RN-JOGOS-011,Gaveta O que vem aí,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-012-F,RN-JOGOS-012,Gaveta Eventos recentes,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-013-F,RN-JOGOS-013,"Loading, contador e vazio",Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-014-F,RN-JOGOS-014,Atualização após sync,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-015-F,RN-JOGOS-015,Opções de filtro,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-016-F,RN-JOGOS-016,Preço Steam no detalhe/card,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-017-F,RN-JOGOS-017,Redirect para Promoções,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-018-F,RN-JOGOS-018,Menu do site,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-019-F,RN-JOGOS-019,Quem entra no ranking,Jogos,05-JOGOS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke rota relacionada OK.
CT-RN-JOGOS-020-F,RN-JOGOS-020,Top da Semana,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-021-F,RN-JOGOS-021,Mais jogados na Steam,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-022-F,RN-JOGOS-022,Promoções Steam (dados),Jogos,05-JOGOS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke rota relacionada OK.
CT-RN-JOGOS-023-F,RN-JOGOS-023,Por plataforma,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-024-F,RN-JOGOS-024,Por modo de jogo,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-025-F,RN-JOGOS-025,Por categoria (gênero),Jogos,05-JOGOS.md,,,,,,,
