Pacote,Camada_Testagem,ID_Regra,Nome_Regra,Arquivo_Inventario,Tela_Resumo,ID_Cenario,Titulo_Cenario,Objetivo,Tipo_Testagem,Pre_condicoes_TestE,Passos,Resultado_Esperado,Dados_Conta_Ambiente,Impedimentos_Conhecidos,Status_Elaboracao,QA_Autor,Data_Elaboracao,TL_Auditoria,TL_Comentario,TL_Data,Exploratorio_Validado
camadas-v1,Negativo,RN-FILMES-014,Gênero “Todos”,02-FILMES.md,Filmes,CT-RN-FILMES-014-N,Negativo: Gênero “Todos” — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-014, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Select em **Todos os Gêneros**.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Select em **Todos os Gêneros**..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-014,Gênero “Todos”,02-FILMES.md,Filmes,CT-RN-FILMES-014-E,Exploratório: Gênero “Todos” — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-014 após o caminho feliz.,Exploratório guiado,Select em **Todos os Gêneros**.,"**Charter (15 min)** — área: **Filmes** · regra: Gênero “Todos”.
**Contexto:** Não restringe por gênero.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-015,Nome do gênero no menu,02-FILMES.md,Filmes,CT-RN-FILMES-015-F,Feliz: Nome do gênero no menu,Caminho principal que confirma a regra RN-FILMES-015 (Nome do gênero no menu).,Funcional manual,Lista de gêneros populada.,"1. Abrir o site e navegar até **Filmes**.
2. Abrir select de gênero.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Ex.: “action” exibido como “Action”.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-015,Nome do gênero no menu,02-FILMES.md,Filmes,CT-RN-FILMES-015-N,Negativo: Nome do gênero no menu — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-015, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Lista de gêneros populada.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Lista de gêneros populada..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-015,Nome do gênero no menu,02-FILMES.md,Filmes,CT-RN-FILMES-015-E,Exploratório: Nome do gênero no menu — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-015 após o caminho feliz.,Exploratório guiado,Lista de gêneros populada.,"**Charter (15 min)** — área: **Filmes** · regra: Nome do gênero no menu.
**Contexto:** Primeira letra do gênero aparece maiúscula no dropdown.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-016,Ano “Todos”,02-FILMES.md,Filmes,CT-RN-FILMES-016-F,Feliz: Ano “Todos”,Caminho principal que confirma a regra RN-FILMES-016 (Ano “Todos”).,Funcional manual,**Todos os Anos** selecionado.,"1. Abrir o site e navegar até **Filmes**.
2. Resetar ano para todos.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Filmes de vários anos na grade.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-016,Ano “Todos”,02-FILMES.md,Filmes,CT-RN-FILMES-016-N,Negativo: Ano “Todos” — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-016, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: **Todos os Anos** selecionado.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: **Todos os Anos** selecionado..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-016,Ano “Todos”,02-FILMES.md,Filmes,CT-RN-FILMES-016-E,Exploratório: Ano “Todos” — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-016 após o caminho feliz.,Exploratório guiado,**Todos os Anos** selecionado.,"**Charter (15 min)** — área: **Filmes** · regra: Ano “Todos”.
**Contexto:** Não restringe por ano de estreia.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-017,Anos no dropdown,02-FILMES.md,Filmes,CT-RN-FILMES-017-F,Feliz: Anos no dropdown,Caminho principal que confirma a regra RN-FILMES-017 (Anos no dropdown).,Funcional manual,Catálogo com vários anos.,"1. Abrir o site e navegar até **Filmes**.
2. Comparar anos do menu com filmes conhecidos.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Select de ano sem duplicatas; ordem decrescente.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-017,Anos no dropdown,02-FILMES.md,Filmes,CT-RN-FILMES-017-N,Negativo: Anos no dropdown — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-017, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Catálogo com vários anos.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Catálogo com vários anos..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-017,Anos no dropdown,02-FILMES.md,Filmes,CT-RN-FILMES-017-E,Exploratório: Anos no dropdown — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-017 após o caminho feliz.,Exploratório guiado,Catálogo com vários anos.,"**Charter (15 min)** — área: **Filmes** · regra: Anos no dropdown.
**Contexto:** Anos disponíveis refletem filmes existentes no catálogo, do mais recente para o mais antigo.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-018,Meses em português,02-FILMES.md,Filmes,CT-RN-FILMES-018-F,Feliz: Meses em português,Caminho principal que confirma a regra RN-FILMES-018 (Meses em português).,Funcional manual,Select de mês aberto.,"1. Abrir o site e navegar até **Filmes**.
2. Abrir filtro de mês.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Doze meses nomeados corretamente.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-018,Meses em português,02-FILMES.md,Filmes,CT-RN-FILMES-018-N,Negativo: Meses em português — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-018, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Select de mês aberto.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Select de mês aberto..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-018,Meses em português,02-FILMES.md,Filmes,CT-RN-FILMES-018-E,Exploratório: Meses em português — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-018 após o caminho feliz.,Exploratório guiado,Select de mês aberto.,"**Charter (15 min)** — área: **Filmes** · regra: Meses em português.
**Contexto:** Janeiro a dezembro com rótulos em PT-BR.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-019,Mês “Todos”,02-FILMES.md,Filmes,CT-RN-FILMES-019-F,Feliz: Mês “Todos”,Caminho principal que confirma a regra RN-FILMES-019 (Mês “Todos”).,Funcional manual,**Todos os Meses**.,"1. Abrir o site e navegar até **Filmes**.
2. Selecionar todos os meses.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Qualquer mês dentro dos demais filtros.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-019,Mês “Todos”,02-FILMES.md,Filmes,CT-RN-FILMES-019-N,Negativo: Mês “Todos” — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-019, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: **Todos os Meses**.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: **Todos os Meses**..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-019,Mês “Todos”,02-FILMES.md,Filmes,CT-RN-FILMES-019-E,Exploratório: Mês “Todos” — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-019 após o caminho feliz.,Exploratório guiado,**Todos os Meses**.,"**Charter (15 min)** — área: **Filmes** · regra: Mês “Todos”.
**Contexto:** Não restringe por mês.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-020,Status traduzido,02-FILMES.md,Filmes,CT-RN-FILMES-020-F,Feliz: Status traduzido,Caminho principal que confirma a regra RN-FILMES-020 (Status traduzido).,Funcional manual,Select de status populado.,"1. Abrir o site e navegar até **Filmes**.
2. Abrir filtro de status.
3. Confirmar na tela o **resultado feliz** descrito na regra.","Labels legíveis (ex.: lançado, em produção).",Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-020,Status traduzido,02-FILMES.md,Filmes,CT-RN-FILMES-020-N,Negativo: Status traduzido — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-020, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Select de status populado.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Select de status populado..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-020,Status traduzido,02-FILMES.md,Filmes,CT-RN-FILMES-020-E,Exploratório: Status traduzido — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-020 após o caminho feliz.,Exploratório guiado,Select de status populado.,"**Charter (15 min)** — área: **Filmes** · regra: Status traduzido.
**Contexto:** Opções de status exibem rótulo em português quando o produto conhece o status.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-021,Filtro por plataforma,02-FILMES.md,Filmes,CT-RN-FILMES-021-F,Feliz: Filtro por plataforma,Caminho principal que confirma a regra RN-FILMES-021 (Filtro por plataforma).,Funcional manual,Netflix (ou outra) selecionada.,"1. Abrir o site e navegar até **Filmes**.
2. Filtrar Netflix.
3. Abrir detalhe de um card.
4. Confirmar na tela o **resultado feliz** descrito na regra.",Só cards com aquela plataforma nos metadados visíveis.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-021,Filtro por plataforma,02-FILMES.md,Filmes,CT-RN-FILMES-021-N,Negativo: Filtro por plataforma — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-021, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Netflix (ou outra) selecionada.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Netflix (ou outra) selecionada..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-021,Filtro por plataforma,02-FILMES.md,Filmes,CT-RN-FILMES-021-E,Exploratório: Filtro por plataforma — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-021 após o caminho feliz.,Exploratório guiado,Netflix (ou outra) selecionada.,"**Charter (15 min)** — área: **Filmes** · regra: Filtro por plataforma.
**Contexto:** Restringe a filmes disponíveis na plataforma escolhida (streaming).
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-022,Plataformas ordenadas,02-FILMES.md,Filmes,CT-RN-FILMES-022-F,Feliz: Plataformas ordenadas,Caminho principal que confirma a regra RN-FILMES-022 (Plataformas ordenadas).,Funcional manual,Várias plataformas no catálogo.,"1. Abrir o site e navegar até **Filmes**.
2. Abrir **Todas as Plataformas**.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Lista A–Z no dropdown.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-022,Plataformas ordenadas,02-FILMES.md,Filmes,CT-RN-FILMES-022-N,Negativo: Plataformas ordenadas — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-022, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Várias plataformas no catálogo.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Várias plataformas no catálogo..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-022,Plataformas ordenadas,02-FILMES.md,Filmes,CT-RN-FILMES-022-E,Exploratório: Plataformas ordenadas — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-022 após o caminho feliz.,Exploratório guiado,Várias plataformas no catálogo.,"**Charter (15 min)** — área: **Filmes** · regra: Plataformas ordenadas.
**Contexto:** Nomes de plataforma no select em ordem alfabética.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-023,Filtros sempre clicáveis,02-FILMES.md,Filmes,CT-RN-FILMES-023-F,Feliz: Filtros sempre clicáveis,Caminho principal que confirma a regra RN-FILMES-023 (Filtros sempre clicáveis).,Funcional manual,Página Filmes estável.,"1. Abrir o site e navegar até **Filmes**.
2. Usar todos os filtros em sequência.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Selects não ficam permanentemente desabilitados.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-023,Filtros sempre clicáveis,02-FILMES.md,Filmes,CT-RN-FILMES-023-N,Negativo: Filtros sempre clicáveis — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-023, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Página Filmes estável.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Página Filmes estável..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-023,Filtros sempre clicáveis,02-FILMES.md,Filmes,CT-RN-FILMES-023-E,Exploratório: Filtros sempre clicáveis — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-023 após o caminho feliz.,Exploratório guiado,Página Filmes estável.,"**Charter (15 min)** — área: **Filmes** · regra: Filtros sempre clicáveis.
**Contexto:** Menus de filtro permanecem habilitados durante uso normal.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-024,Primeira visita sem “piscar” desnecessário,02-FILMES.md,Filmes,CT-RN-FILMES-024-F,Feliz: Primeira visita sem “piscar” desnecessário,Caminho principal que confirma a regra RN-FILMES-024 (Primeira visita sem “piscar” desnecessário).,Funcional manual,Primeira visita com catálogo OK.,"1. Abrir o site e navegar até **Filmes**.
2. Abrir Filmes e aguardar sem tocar filtros.
3. Observar spinner.
4. Confirmar na tela o **resultado feliz** descrito na regra.",Conteúdo estável logo após abrir; novo carregamento só ao mudar filtro/atalho.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-FILMES-024,Primeira visita sem “piscar” desnecessário,02-FILMES.md,Filmes,CT-RN-FILMES-024-N,Negativo: Primeira visita sem “piscar” desnecessário — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-FILMES-024, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Primeira visita com catálogo OK.,"1. Abrir o site e navegar até **Filmes**.
2. Montar pré-condição **oposta** à do caminho feliz: Primeira visita com catálogo OK..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-FILMES-024,Primeira visita sem “piscar” desnecessário,02-FILMES.md,Filmes,CT-RN-FILMES-024-E,Exploratório: Primeira visita sem “piscar” desnecessário — charter de risco na tela,Charter exploratório ligado à regra RN-FILMES-024 após o caminho feliz.,Exploratório guiado,Primeira visita com catálogo OK.,"**Charter (15 min)** — área: **Filmes** · regra: Primeira visita sem “piscar” desnecessário.
**Contexto:** Ao abrir Filmes, a grade inicial não dispara um segundo carregamento imediato só por abrir a página.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-FILMES-025,Mudança de filtro recarrega,02-FILMES.md,Filmes,CT-RN-FILMES-025-F,Feliz: Mudança de filtro recarrega,Caminho principal que confirma a regra RN-FILMES-025 (Mudança de filtro recarrega).,Funcional manual,Filtro ou atalho alterado.,"1. Abrir o site e navegar até **Filmes**.
2. Trocar gênero ou ano.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Spinner breve; nova lista e contador.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
